-0.3356, 0.5225
-0.3356, 0.5119
-0.3275, 0.5118
-0.3194, 0.5013
-0.3113, 0.4912
-0.3113, 0.4811
-0.3032, 0.4713
-0.2951, 0.4617
-0.2951, 0.4523
-0.287, 0.4523
-0.2789, 0.4431
-0.2708, 0.434
-0.2708, 0.4252
-0.2627, 0.4165
-0.2627, 0.408
-0.2546, 0.3997
-0.2546, 0.3915
-0.2465, 0.3915
-0.2465, 0.3835
-0.2384, 0.3757
-0.2303, 0.3679
-0.2303, 0.3605
-0.2222, 0.3532
-0.2222, 0.346
-0.2141, 0.346
-0.2141, 0.3389
-0.206, 0.332
-0.206, 0.3252
-0.1979, 0.3186
-0.1979, 0.3121
-0.1898, 0.3057
-0.1898, 0.2995
-0.1817, 0.2995
-0.1817, 0.2934
-0.1736, 0.2873
-0.1736, 0.2816
-0.1817, 0.2758
-0.1817, 0.2702
-0.1899, 0.2702
-0.1899, 0.2647
-0.198, 0.2593
-0.198, 0.2541
-0.198, 0.2489
-0.198, 0.2438
-0.198, 0.2388
-0.198, 0.234
-0.1981, 0.2292
-0.1981, 0.2245
-0.1981, 0.22
-0.1981, 0.2155
-0.1981, 0.2111
-0.19, 0.2068
-0.19, 0.2026
-0.1819, 0.2026
-0.1819, 0.1984
-0.1738, 0.1944
-0.1738, 0.1904
-0.1738, 0.1865
-0.1657, 0.1865
-0.1657, 0.1827
-0.1657, 0.179
-0.1576, 0.1754
-0.1576, 0.1718
-0.1495, 0.1718
-0.1495, 0.1683
-0.1414, 0.1683
-0.1333, 0.1683
-0.1333, 0.1648
-0.1333, 0.1615
-0.1333, 0.1582
-0.1333, 0.155
-0.1252, 0.1518
-0.1253, 0.1487
-0.1253, 0.1457
-0.1253, 0.1427
-0.1253, 0.1398
-0.1253, 0.137
-0.1172, 0.137
-0.1091, 0.1342
-0.1091, 0.1314
-0.1091, 0.1288
-0.1091, 0.1261
-0.1091, 0.1236
-0.1091, 0.121
-0.1091, 0.1186
-0.101, 0.1162
-0.0929, 0.1138
-0.0929, 0.1115
-0.093, 0.1092
-0.093, 0.107
-0.093, 0.1048
-0.093, 0.1027
-0.093, 0.1006
-0.093, 0.0985
-0.0849, 0.0965
-0.0849, 0.0945
-0.0849, 0.0926
-0.0849, 0.0907
-0.0849, 0.0889
-0.0768, 0.0871
-0.0769, 0.0853
-0.0688, 0.0836
-0.0688, 0.0818
-0.0688, 0.0802
-0.0688, 0.0785
-0.0688, 0.0769
-0.0688, 0.0754
-0.0688, 0.0738
-0.0607, 0.0723
-0.0607, 0.0709
-0.0607, 0.0694
-0.0607, 0.068
-0.0608, 0.0666
-0.0608, 0.0653
-0.0608, 0.0639
-0.0527, 0.0626
-0.0527, 0.0614
-0.0527, 0.0601
-0.0527, 0.0589
-0.0527, 0.0577
-0.0527, 0.0565
-0.0527, 0.0554
-0.0527, 0.0542
-0.0528, 0.0531
-0.0447, 0.052
-0.0447, 0.051
-0.0447, 0.0499
-0.0447, 0.0489
-0.0447, 0.0479
-0.0447, 0.0469
-0.0447, 0.046
-0.0447, 0.0451
-0.0447, 0.0441
-0.0366, 0.0432
-0.0366, 0.0424
-0.0367, 0.0415
-0.0367, 0.0406
-0.0367, 0.0398
-0.0367, 0.039
-0.0367, 0.0382
-0.0367, 0.0374
-0.0367, 0.0367
-0.0367, 0.0359
-0.0367, 0.0352
-0.0367, 0.0345
-0.0368, 0.0338
-0.0368, 0.0331
-0.0368, 0.0324
-0.0368, 0.0318
-0.0368, 0.0311
-0.0368, 0.0305
-0.0368, 0.0299
-0.0368, 0.0292
-0.0368, 0.0286
-0.0287, 0.0281
-0.0287, 0.0275
-0.0288, 0.0269
-0.0288, 0.0264
-0.0288, 0.0258
-0.0288, 0.0253
-0.0288, 0.0248
-0.0288, 0.0243
-0.0288, 0.0238
-0.0288, 0.0233
-0.0288, 0.0228
-0.0289, 0.0224
-0.0289, 0.0219
-0.0289, 0.0215
-0.0289, 0.021
-0.0208, 0.0206
-0.0208, 0.0202
-0.0208, 0.0198
-0.0208, 0.0194
-0.0208, 0.019
-0.0208, 0.0186
-0.0208, 0.0182
-0.0209, 0.0178
-0.0209, 0.0175
-0.0209, 0.0171
-0.0209, 0.0168
-0.0209, 0.0164
-0.0128, 0.0161
-4.6773e-3, 0.0161
-4.6877e-3, 0.0158
-4.6982e-3, 0.0154
3.405e-3, 0.0151
3.3946e-3, 0.0148
0.0115, 0.0145
0.0115, 0.0142
0.0115, 0.0139
0.0115, 0.0137
0.0115, 0.0134
0.0114, 0.0131
3.3216e-3, 0.0128
3.3111e-3, 0.0126
3.3007e-3, 0.0123
3.2903e-3, 0.0121
3.2798e-3, 0.0118
3.2694e-3, 0.0116
3.259e-3, 0.0113
3.2486e-3, 0.0111
3.2381e-3, 0.0109
3.2277e-3, 0.0107
3.2173e-3, 0.0104
3.2068e-3, 0.0102
3.1964e-3, 0.01
3.186e-3, 9.8215e-3
3.1756e-3, 9.6215e-3
3.1651e-3, 9.4254e-3
3.1547e-3, 9.2334e-3
3.1443e-3, 9.0453e-3
3.1338e-3, 8.8611e-3
3.1234e-3, 8.6806e-3
3.113e-3, 8.5037e-3
3.1026e-3, 8.3305e-3
3.0921e-3, 8.1608e-3
3.0817e-3, 7.9945e-3
3.0713e-3, 7.8317e-3
3.0608e-3, 7.6721e-3
3.0504e-3, 7.5158e-3
3.04e-3, 7.3627e-3
3.0296e-3, 7.2127e-3
3.0191e-3, 7.0658e-3
3.0087e-3, 6.9219e-3
2.9983e-3, 6.7809e-3
2.9878e-3, 6.6427e-3
2.9774e-3, 6.5074e-3
2.967e-3, 6.3748e-3
2.9566e-3, 6.245e-3
2.9461e-3, 6.1177e-3
2.9357e-3, 5.9931e-3
2.9253e-3, 5.871e-3
2.9148e-3, 5.7514e-3
2.9044e-3, 5.6343e-3
2.894e-3, 5.5195e-3
2.8835e-3, 5.407e-3
2.8731e-3, 5.2969e-3
2.8627e-3, 5.189e-3
2.8523e-3, 5.0833e-3
2.8418e-3, 4.9797e-3
2.8314e-3, 4.8783e-3
2.821e-3, 4.7789e-3
2.8105e-3, 4.6816e-3
2.8001e-3, 4.5862e-3
2.7897e-3, 4.4928e-3
2.7793e-3, 4.4012e-3
2.7688e-3, 4.3116e-3
2.7584e-3, 4.2237e-3
2.748e-3, 4.1377e-3
2.7375e-3, 4.0534e-3
2.7271e-3, 3.9708e-3
2.7167e-3, 3.8899e-3
2.7063e-3, 3.8107e-3
2.6958e-3, 3.7331e-3
2.6854e-3, 3.657e-3
2.675e-3, 3.5825e-3
2.6645e-3, 3.5095e-3
2.6541e-3, 3.438e-3
2.6437e-3, 3.368e-3
2.6333e-3, 3.2994e-3
2.6228e-3, 3.2322e-3
2.6124e-3, 3.1663e-3
2.602e-3, 3.1018e-3
2.5915e-3, 3.0386e-3
2.5811e-3, 2.9767e-3
2.5707e-3, 2.9161e-3
2.5603e-3, 2.8567e-3
2.5498e-3, 2.7985e-3
2.5394e-3, 2.7415e-3
2.529e-3, 2.6856e-3
2.5185e-3, 2.6309e-3
2.5081e-3, 2.5773e-3
2.4977e-3, 2.5248e-3
2.4873e-3, 2.4734e-3
2.4768e-3, 2.423e-3
2.4664e-3, 2.3736e-3
2.456e-3, 2.3253e-3
2.4455e-3, 2.2779e-3
2.4351e-3, 2.2315e-3
-5.6889e-3, 2.1862e-3
-5.6993e-3, 2.1416e-3
-5.7097e-3, 2.098e-3
-5.7202e-3, 2.0552e-3
-5.7306e-3, 2.0134e-3
-5.741e-3, 1.9724e-3
-5.7515e-3, 1.9322e-3
-5.7619e-3, 1.8928e-3
-5.7723e-3, 1.8543e-3
-5.7827e-3, 1.8165e-3
-5.7932e-3, 1.7795e-3
-5.8036e-3, 1.7432e-3
-5.814e-3, 1.7077e-3
-5.8245e-3, 1.6729e-3
-5.8349e-3, 1.6389e-3
-5.8453e-3, 1.6055e-3
-5.8557e-3, 1.5728e-3
-5.8662e-3, 1.5407e-3
-5.8766e-3, 1.5093e-3
-5.887e-3, 1.4786e-3
-5.8975e-3, 1.4485e-3
-5.9079e-3, 1.419e-3
-5.9183e-3, 1.3901e-3
-5.9287e-3, 1.3617e-3
-5.9392e-3, 1.334e-3
-5.9496e-3, 1.3068e-3
-5.96e-3, 1.2802e-3
-5.9705e-3, 1.2541e-3
-5.9809e-3, 1.2286e-3
-5.9913e-3, 1.2035e-3
-6.0017e-3, 1.179e-3
-6.0122e-3, 1.155e-3
-6.0226e-3, 1.1315e-3
-6.033e-3, 1.1084e-3
-6.0435e-3, 1.0858e-3
-6.0539e-3, 1.0637e-3
-6.0643e-3, 1.0421e-3
-6.0747e-3, 1.0208e-3
2.0284e-3, 9.9999e-4
